0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
5.023443,0.01638788,5.02342968,5.023469728,0.225,2.102478282,36.61635062,1.049075696,1.049084059,1.000005321,1.049081278,0.000125624,1.11E-08,9.363712244,228.0880121,6232.800704,41.13241995,7232.951533,9760.440133,0.741047682,0.006599348,-0.070082662,14770.58723,0
5.021832,0.015424901,5.021820199,5.021855687,0.215,2.444810803,40.96675578,1.049412872,1.049420288,1.000004717,1.049417822,0.000113654,1.09E-08,9.727607806,184.6063559,6422.050861,38.35378288,7361.092911,9769.966379,0.753440966,0.005972202,-3.512950465,16448.26129,0
5.022119,0.015108364,5.022107663,5.022141723,0.235,1.531793044,33.23641148,1.049353103,1.04936022,1.000004525,1.049357851,0.000109559,1.08E-08,10.46328077,221.9179913,6450.027908,37.62605936,7384.09167,9785.414273,0.754601846,0.005833472,-3.757371689,17042.93135,0
5.023348,0.016018007,5.023335266,5.023373536,0.255,1.748764889,32.03448173,1.057058561,1.057066614,1.000005083,1.057063934,0.000122926,1.05E-08,7.32573481,129.6418222,6184.275625,40.72542187,7192.885462,9760.141423,0.736965291,0.006585318,2.251592428,15154.6949,0
5.024018,0.016527038,5.024004476,5.024045181,0.245,3.080533466,51.97651272,1.064878959,1.064887586,1.00000541,1.06488472,0.000128167,1.09E-08,6.616453317,100.5119225,6204.455793,41.49159174,7206.068135,9763.427905,0.738067429,0.006687386,2.040804608,14590.74213,0
5.022966,0.015857112,5.022953536,5.022991027,0.255,2.615321474,52.02974106,1.06510244,1.06511039,1.000004983,1.065107747,0.000118168,1.12E-08,8.020911022,132.5270589,6421.952246,39.19185613,7364.772864,9776.456764,0.753317182,0.006102795,-3.77565241,15842.68154,0
5.022432,0.015543151,5.022420014,5.022456049,0.255,2.151486517,42.36250611,1.065215892,1.065223535,1.000004788,1.065220993,0.000114753,1.10E-08,10.08190353,217.8607906,6457.029753,38.50526452,7390.101116,9779.686924,0.755658251,0.005963309,-4.535068517,16243.43918,0
5.022527,0.015475407,5.022515127,5.022550839,0.24,2.605010788,42.79538271,1.065195788,1.065203362,1.000004746,1.065200844,0.000114289,1.09E-08,8.631377062,152.1680645,6456.001252,38.40331895,7388.116324,9783.293201,0.755176828,0.005948468,-4.009787325,16362.6258,0
5.023917,0.015788351,5.02390462,5.023941806,0.23,1.228689694,24.51538867,1.044996181,1.045003916,1.000004938,1.045001341,0.000120086,1.05E-08,5.422059838,62.16716345,6207.723936,40.10128098,7206.051937,9751.738008,0.738950527,0.006459901,1.553276248,15606.57577,0
5.023743,0.016419711,5.023729605,5.023769831,0.24,1.002201331,32.92533919,1.049013028,1.049021427,1.000005341,1.04901863,0.000127742,1.06E-08,5.875994251,75.54205047,6232.175766,41.4662963,7231.90163,9768.652557,0.740317212,0.006653583,0.603071816,14565.02976,0
5.022621,0.015993934,5.0226083,5.022646463,0.24,1.633325622,34.63153681,1.04924765,1.049255623,1.00000507,1.04925297,0.000119704,1.12E-08,6.954110741,91.5230742,6444.380892,39.3883708,7381.780832,9791.222672,0.753918186,0.006112049,-3.319306141,15581.80438,0
5.022913,0.015115134,5.022901649,5.02293574,0.2,1.150547607,23.7749652,1.047196355,1.047203463,1.000004527,1.047201096,0.000109409,1.09E-08,9.378977346,183.0861535,6448.24734,37.53608912,7379.553821,9773.69902,0.755042058,0.00582113,-4.070135439,17149.96026,0
5.02328,0.015254012,5.023268442,5.023303158,0.235,1.249454951,30.95676982,1.051101204,1.051108469,1.00000461,1.05110605,0.00011192,1.07E-08,8.655918865,148.5654686,6457.158382,38.01928227,7389.861582,9786.213088,0.755129846,0.005887928,-4.054893553,16712.05612,0
5.024336,0.016784733,5.024322055,5.024364033,0.26,3.15095438,47.72482114,1.060830777,1.06083964,1.00000558,1.060836696,0.000130572,1.11E-08,7.124468459,122.4347676,6299.915135,41.88958754,7288.879765,9802.570836,0.743568181,0.00664923,-0.401317249,14219.18445,0
5.025356,0.017432833,5.025340988,5.025386234,0.26,4.152666487,66.14346856,1.068574583,1.068584204,1.000006016,1.068581012,0.000137784,1.14E-08,5.827419968,77.0518739,6239.082004,43.18229434,7242.910865,9799.613061,0.73910172,0.006921258,1.431828617,13506.00868,0
5.024671,0.016182643,5.024658036,5.024697057,0.26,3.208563277,60.71129504,1.068721147,1.068729446,1.000005186,1.068726689,0.000122005,1.13E-08,8.271974118,134.1567651,6309.340068,40.32459064,7289.42312,9778.756347,0.745434579,0.006391253,-1.207693238,15201.29924,0
5.023788,0.014817996,5.023777099,5.023809851,0.2,1.54843066,22.13623341,1.049004671,1.04901151,1.00000435,1.049009234,0.000105283,1.09E-08,7.648554054,100.5960179,6483.974604,36.46694821,7394.120197,9747.285501,0.758582499,0.005624166,-5.094973677,17954.78759,0
5.023786,0.015093342,5.023774692,5.023808671,0.245,1.693698155,34.53891127,1.050995439,1.051002548,1.000004513,1.051000182,0.000108776,1.09E-08,8.215219995,116.6748361,6507.84856,37.36159765,7428.648047,9796.039714,0.758331761,0.005741006,-5.40424922,17219.90756,0
5.025421,0.016653243,5.025407243,5.02544859,0.25,1.720535131,34.46785183,1.052642347,1.052651008,1.00000549,1.052648126,0.000129409,1.10E-08,5.920854061,79.81565942,6246.177357,41.80818025,7247.186771,9777.432352,0.741215741,0.006693403,-0.131294846,14352.70194,0
5.025888,0.016370652,5.025874711,5.025914659,0.22,1.943357085,28.79771144,1.052544732,1.052553098,1.000005304,1.052550315,0.000125886,1.09E-08,5.409018993,65.12004106,6224.966019,41.23059275,7228.702637,9763.345629,0.740391963,0.006623425,0.125001199,14724.7382,0
5.02443,0.015825301,5.024417573,5.02445492,0.2,1.741502452,30.20117589,1.048869994,1.04887779,1.00000496,1.048875196,0.000117639,1.12E-08,6.983528556,92.11932898,6455.577311,38.88472142,7384.276392,9778.944104,0.755120012,0.006023431,-3.563210327,15935.99776,0
5.024411,0.015882642,5.024398479,5.024436101,0.2,1.531499388,27.3965215,1.048873922,1.048881776,1.000004996,1.048879162,0.000116211,1.17E-08,10.47945888,227.6597524,6463.051157,38.78143948,7396.827054,9794.012348,0.755239711,0.006000485,-3.994053925,16009.36258,0
5.024746,0.015739767,5.024733712,5.024770649,0.24,1.954074869,35.16628939,1.062735072,1.062742885,1.000004906,1.062740286,0.000115916,1.13E-08,9.21915968,183.4980578,6376.105104,38.94008573,7330.485003,9772.623102,0.750104135,0.00610719,-2.401397768,16107.78289,0
5.026462,0.016050181,5.02644922,5.026487623,0.24,1.599662314,27.93609275,1.062372058,1.062380175,1.000005098,1.062377473,0.000121954,1.09E-08,6.470782916,89.27762772,6227.672393,40.45899691,7225.401381,9751.603314,0.740944965,0.006496648,-0.007859196,15335.79818,0
5.026433,0.015581104,5.02642095,5.026457147,0.15,1.29255034,11.5656733,1.034525879,1.034533329,1.000004804,1.034530849,0.000115677,1.09E-08,6.206127104,76.49993108,6274.297074,39.2263538,7257.309161,9751.850198,0.744198179,0.006251912,-1.04917763,16163.06025,0
5.024871,0.014817062,5.024860089,5.024892844,0.185,0.680834217,15.18890933,1.02688757,1.026894264,1.000004347,1.026892034,0.000104773,1.10E-08,9.320853434,176.9818722,6471.674173,36.56259845,7392.008389,9761.715825,0.757244784,0.005649635,-4.932839159,17937.90811,0
5.02491,0.015065012,5.024898716,5.024932581,0.235,0.451746327,22.88521241,1.046780214,1.046787268,1.000004494,1.046784918,0.000106363,1.14E-08,11.18078669,240.3751002,6478.223814,37.07134667,7408.650225,9786.427682,0.757033155,0.005722455,-5.494478205,17475.41473,0
5.026088,0.016088572,5.026075143,5.026113747,0.205,0.875007708,19.80898829,1.046534214,1.046542252,1.000005123,1.046539575,0.000122058,1.10E-08,7.154124033,112.9850907,6222.48664,40.54207036,7223.959787,9757.838824,0.740323746,0.006515413,0.231337108,15275.88018,0
5.02639,0.015952848,5.026377366,5.026415313,0.195,1.152156997,18.57419571,1.042492447,1.042500318,1.000005036,1.042497697,0.000120785,1.09E-08,6.148359492,80.21035302,6216.965773,40.29675267,7217.65702,9753.200582,0.740029589,0.00648174,0.473446796,15461.96409,0
5.02559,0.01604237,5.025577256,5.025615602,0.26,2.864110151,43.54461833,1.068525814,1.068533967,1.000005094,1.068531257,0.000115986,1.23E-08,12.10635808,280.5825125,6432.419001,38.91808429,7377.98528,9793.343737,0.753367336,0.006050303,-3.771930067,15990.02087,0
5.025829,0.016329097,5.0258158,5.025855524,0.25,3.00114975,45.5892773,1.068474805,1.06848325,1.000005278,1.068480444,0.000121559,1.19E-08,9.122277029,165.5246122,6426.109338,39.68318623,7365.428339,9779.57627,0.753143913,0.006175305,-2.922314918,15294.55283,0
5.027424,0.016405217,5.02741065,5.027450764,0.22,1.51916248,25.6755226,1.052223134,1.05223153,1.000005324,1.052228736,0.000125113,1.13E-08,8.470095512,189.0698929,6236.211306,41.14679781,7240.343324,9781.204652,0.740230225,0.006598044,0.452229329,14796.0914,0
5.027395,0.016262547,5.02738188,5.0274213,0.225,1.463149489,25.8697089,1.052229301,1.052237552,1.000005231,1.052234806,0.000123811,1.11E-08,9.138196549,205.8618293,6242.254553,40.96171117,7246.895839,9784.51174,0.740649716,0.006562006,0.04280493,14979.4547,0
5.026154,0.015613861,5.026141905,5.02617825,0.21,1.673182121,25.9050711,1.046520783,1.046528351,1.000004825,1.046525833,0.000111894,1.19E-08,15.39656673,500.0947897,6477.389037,38.31381619,7421.301608,9821.209969,0.755640255,0.005915009,-5.283082309,16524.6298,0
5.02635,0.016212458,5.026336958,5.026376144,0.21,1.482590186,28.56836122,1.048469086,1.04847726,1.000005201,1.048474539,0.000118241,1.23E-08,15.47621704,534.2754767,6478.922424,39.45562943,7425.785344,9830.343963,0.755394254,0.006089844,-5.052280657,15552.99679,0
5.026763,0.017147631,5.026748423,5.026792245,0.28,1.902775797,47.55074111,1.064297019,1.064306297,1.000005818,1.064303211,0.000130842,1.23E-08,9.575094189,194.4884082,6329.048967,42.10313523,7321.544771,9820.293725,0.745552524,0.006652364,-1.95959513,14037.70523,0
5.027751,0.016856465,5.027736901,5.027779254,0.285,1.272818145,43.68821337,1.064088085,1.064097049,1.00000562,1.064094065,0.000129421,1.17E-08,6.224542601,82.58206632,6247.273289,41.87347839,7250.958864,9789.435803,0.740692213,0.006702681,0.207391046,14307.02266,0
5.027234,0.016129329,5.027221085,5.027259872,0.255,1.070841143,26.91554314,1.052263089,1.052271207,1.000005146,1.052268504,0.000118356,1.20E-08,11.04682746,248.1422158,6312.866142,39.92714565,7302.165313,9801.637443,0.744994431,0.006324726,-1.585151224,15617.11833,0
5.026356,0.015710695,5.02634377,5.026380551,0.215,2.451706493,31.84766272,1.052447173,1.052454874,1.000004884,1.052452313,0.000109773,1.26E-08,15.93957271,498.175799,6463.063005,37.99252548,7410.827766,9821.879139,0.754522394,0.005878409,-4.72575644,16796.11437,0
5.026676,0.015765655,5.026663677,5.026700721,0.185,2.008055318,29.41275723,1.042433256,1.042440938,1.000004918,1.042438383,0.000110256,1.27E-08,19.65141065,754.1134841,6496.126524,38.0877485,7440.229251,9840.020887,0.756119254,0.005863148,-5.410004925,16672.04283,0
5.027872,0.016669715,5.027858202,5.027899631,0.215,0.809642834,25.32973773,1.044173588,1.044182192,1.000005496,1.044179327,0.000125903,1.19E-08,9.146460915,183.4008964,6304.689251,41.30325365,7300.606299,9822.430282,0.743258653,0.006551196,-0.523971933,14628.50985,0
5.028093,0.016222813,5.028079928,5.028119168,0.215,0.613214465,22.04184465,1.044127998,1.044136146,1.000005204,1.044133432,0.000119966,1.19E-08,11.96879095,301.9996192,6301.778709,40.33243154,7298.779487,9811.202116,0.743923059,0.006400166,-1.358289634,15353.61638,0
5.027084,0.015898497,5.027071477,5.027109137,0.25,2.379016474,42.74313193,1.068208359,1.068216361,1.000005,1.0682137,0.00011086,1.30E-08,16.4106874,519.4533983,6502.431326,38.08423497,7440.754726,9815.730266,0.758043928,0.005856922,-6.704186108,16567.96724,0
5.027,0.016587571,5.026986391,5.027027364,0.25,3.349359317,48.52196613,1.068225735,1.068234442,1.000005443,1.06823155,0.00012042,1.30E-08,13.02587172,337.8484387,6471.863821,39.83974809,7420.619917,9834.47877,0.75455142,0.006155838,-4.308641864,15180.52612,0
5.026872,0.016792374,5.026858012,5.026900045,0.24,1.531846468,32.55060787,1.050349112,1.050357895,1.000005579,1.050354972,0.00012388,1.28E-08,15.00644317,495.6064324,6433.735828,40.62143647,7396.829995,9837.127116,0.751929899,0.006313818,-3.737503808,14788.41,0
5.028137,0.017304022,5.028122152,5.028166772,0.285,1.591473005,44.81629241,1.067983669,1.067993147,1.000005921,1.067989993,0.000134722,1.18E-08,6.205115797,82.01373076,6284.906326,42.66282517,7280.812322,9806.33474,0.742460105,0.00678814,-0.183784549,13752.64092,0
5.028116,0.016854642,5.028101944,5.028144246,0.28,2.951402657,60.23409561,1.067988454,1.067997439,1.000005618,1.067994454,0.000128336,1.19E-08,10.41213437,227.7690182,6310.390926,41.73672539,7307.145366,9822.177878,0.743943498,0.006613968,-1.165026179,14343.9268,0
5.026671,0.015352893,5.026659314,5.026694444,0.28,2.075060025,40.36470364,1.068296484,1.06830395,1.000004664,1.068301466,0.000108451,1.18E-08,9.305762206,148.5954595,6484.191024,37.33733772,7409.395515,9775.954421,0.757920423,0.005758211,-5.835571705,17231.78692,0
5.026512,0.014987205,5.026500847,5.026534341,0.17,1.084768599,14.44450456,1.036499434,1.036506341,1.000004445,1.036504041,0.000103024,1.18E-08,11.4041517,236.0354398,6457.677366,36.42254444,7387.711194,9765.993645,0.75647307,0.005640193,-5.462438047,18186.54579,0
5.027506,0.015865848,5.027493487,5.027531032,0.215,0.212292082,20.01434401,1.036293952,1.036301691,1.000004979,1.036299111,0.00011753,1.14E-08,8.279212916,165.5647006,6196.415215,39.82319452,7203.403711,9749.306289,0.738863207,0.006426812,0.777654787,15836.52344,0
5.027722,0.015806825,5.027709577,5.027746845,0.215,0.040053431,20.76544773,1.036249469,1.03625715,1.000004942,1.03625459,0.000117132,1.13E-08,10.1737767,254.320638,6246.925933,39.82392198,7250.092068,9765.516522,0.742417675,0.006374963,-1.470175481,15807.42619,0
5.02652,0.016189991,5.026507013,5.026546071,0.23,2.389045745,39.66035938,1.062359705,1.06236796,1.000005187,1.062365215,0.000118562,1.22E-08,10.08020956,197.4176455,6469.207944,39.4578933,7415.008787,9814.966284,0.755479802,0.006099339,-5.275574711,15577.44971,0
5.026018,0.017613481,5.026002661,5.02604886,0.265,3.501685123,59.0348348,1.062464801,1.062474567,1.00000614,1.062471324,0.000134928,1.28E-08,11.28961665,298.9268928,6436.73259,42.20321403,7391.345524,9827.386717,0.752117092,0.006556621,-3.008010822,13665.8798,0
5.025615,0.016772296,5.025601069,5.025642985,0.255,2.749986882,51.80400173,1.058571016,1.058579845,1.000005568,1.05857691,0.000125733,1.23E-08,11.81718342,310.127833,6460.507344,40.4661519,7400.126759,9803.227024,0.754866407,0.006263618,-4.123654094,14787.53435,0
5.027063,0.015694224,5.027050782,5.027087496,0.205,1.618569923,22.10109513,1.05229917,1.052306855,1.000004873,1.052304298,0.000117856,1.07E-08,6.941348313,113.7355711,6254.097296,39.56777508,7238.636403,9734.535547,0.743603675,0.006326696,-1.107932319,15983.32744,0
5.0271,0.015905197,5.027087453,5.027125159,0.205,1.691131687,23.29515667,1.052291286,1.052299179,1.000005005,1.052296553,0.0001199,1.09E-08,8.202747335,158.9896252,6261.54935,40.1114094,7254.368745,9769.827146,0.74252785,0.006405988,-0.418475462,15511.17961,0
5.025439,0.015695602,5.025426783,5.025463508,0.225,2.004747535,34.34280693,1.060598687,1.060606438,1.000004877,1.06060386,0.000115244,1.14E-08,7.853627104,113.5469636,6447.790093,38.46668808,7376.559054,9770.188202,0.755006854,0.005965872,-3.582229975,16243.53287,0
5.025311,0.015501849,5.025299087,5.025334907,0.23,2.299508266,41.34019433,1.060625829,1.060633389,1.000004757,1.060630874,0.000111851,1.15E-08,11.04848082,241.2284939,6476.749153,38.17267325,7414.577086,9803.746221,0.75630039,0.005893801,-5.441478737,16616.93769,0
5.025939,0.016551909,5.025925425,5.025966252,0.3,2.402806335,53.95163851,1.072430599,1.072439311,1.000005422,1.072436414,0.00012644,1.14E-08,8.550596148,163.8357681,6246.738507,41.39526353,7250.802916,9784.797159,0.741027412,0.0066267,-0.099424506,14607.72668,0
5.02649,0.0167143,5.026476166,5.026517787,0.3,2.690126098,58.66777439,1.072312927,1.072321806,1.000005528,1.072318855,0.000129417,1.12E-08,5.158699883,59.3477483,6224.20818,41.72708159,7224.578636,9759.655837,0.740249324,0.006703998,0.513592906,14356.19615,0
5.025564,0.015764097,5.025551688,5.025588722,0.26,2.637876171,45.71552251,1.066541712,1.066549572,1.000004919,1.066546959,0.000117326,1.11E-08,7.131053757,99.16625813,6396.586003,39.30224963,7354.044021,9794.695583,0.750819049,0.006144254,-3.050938172,15859.09424,0
5.024626,0.015646872,5.02461386,5.02465036,0.23,2.162535736,35.10903037,1.054799761,1.054807424,1.000004848,1.054804875,0.00011449,1.14E-08,9.282220603,163.2197614,6494.898618,38.42453191,7421.562064,9804.539934,0.756951587,0.00591611,-4.541391197,16269.29457,0
5.024459,0.015472274,5.024447135,5.02448282,0.205,2.500161388,32.09245083,1.046873915,1.04688135,1.000004741,1.046878878,0.000113372,1.11E-08,9.732601152,198.6185192,6476.365215,38.13022559,7400.510649,9780.944973,0.756625323,0.005887597,-4.247010014,16446.49684,0
5.025487,0.015982127,5.02547431,5.025512411,0.235,0.832921503,26.14648459,1.046659439,1.046667374,1.000005056,1.046664731,0.00012161,1.08E-08,5.299707565,60.43975062,6213.119611,40.41118703,7213.288314,9755.388766,0.739415772,0.00650417,1.050400667,15369.83279,0
5.025289,0.015717544,5.025276712,5.025313577,0.21,0.084624508,19.75567811,1.036751224,1.036758829,1.000004891,1.036756294,0.000117308,1.09E-08,6.504210084,91.42486941,6211.440606,39.70738574,7212.662644,9752.043854,0.739605231,0.006392621,0.693226844,15965.52233,0
